ngay,soctu,noidung,tkdung,dvtinh,nopsinh,copsinh
2019-01-19,12-KTK,"TiÒn n­íc th¸ng 01/2019, Sª ri: 3218  (H§ 0445000 ngµy 19/01/2019) - Cty CP cÊp n­íc VÜnh Long",331,,77734524,0
2019-01-21,54-PC,"Chi TT tiÒn mua hoa t­¬i, khung b»ng khen mõng Q§ bæ nhiÖm P. G§CM",1111,,360000,0
2019-01-23,36-KTK,Chi phÝ tiÒn ®iÖn T12/2018 tõ ngµy 01/12 ®Õn 31/12/2018 MS: PB10010072513 - Cty ®iÖn lùc VÜnh Long,331,,46761,0
2019-01-23,42-KTK,NhËp v¨n phßng phÈm c¸c lo¹i sö dông t¹i bÖnh viÖn ngµy 04/01/2019 (H§ 0083625 ngµy 23/01/2019) - VPP kh¾c dÊu Sao Mai,331,,88699000,0
2019-01-23,57-PC,"Chi TT tiÒn kh¾c dÊu tªn, dÊu chøc danh BS. Lª §øc SÜ -  Kh¾c dÊu vi tÝnh TriÒu Ngäc",1111,,170000,0
2019-01-24,25-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000174 ngµy 24/01/2019) - Cty Thiªn Ph­¬ng Mai,331,,12870000,0
2019-01-24,60-PC,"Chi TT tiÒn n­íc uèng ®ãng b×nh cho CB-CNV tõ ngµy 02/01/2019 ®Õn ngµy 17/01/2019 (theo H§ 0004526, 0004637, 0004648, 0004761 ngµy 02-10-11-17/01/2019) - C«ng ty Cæ phÇn CÊp n­íc VÜnh Long",1111,,4300000,0
2019-01-25,26-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000177 ngµy 25/01/2019) - Cty Thiªn Ph­¬ng Mai,331,,26565000,0
2019-01-25,27-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000176 ngµy 25/01/2019) - Cty Thiªn Ph­¬ng Mai,331,,30525000,0
2019-01-25,28-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000175 ngµy 25/01/2019) - Cty Thiªn Ph­¬ng Mai,331,,17160000,0
2019-01-25,35-KTK,Chi phÝ tiÒn ®iÖn T01/2019 (kú 3 tõ ngµy 16/01 ®Õn 25/01/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,208491580,0
2019-01-25,43-KTK,NhËp bao r¸c c¸c lo¹i sö dông t¹i BV Xuyªn ¸ ngµy 25/01/2019 (H§ 0001063 ngµy 25/01/2019) - Cty KiÕn Nam,331,,58013010,0
2019-01-25,44-KTK,NhËp bao r¸c c¸c lo¹i sö dông t¹i BV Xuyªn ¸ ngµy 25/01/2019 (H§ 0001064 ngµy 25/01/2019) - Cty KiÕn Nam,331,,32891650,0
2019-01-27,22-KTK,Chi phÝ x¨ng dÇu T01/2019 tõ ngµy 10/01 ®Õn ngµy 18/01/2019 (H§ 0010085 ngµy 27/01/2019) - Cty Mª K«ng,331,,13022600,0
2019-01-27,55-KTK,NhËp g¹o Jasmine (H§ 0000070 ngµy 27/01/2019) - Cty Louis Retail,331,,36645000,0
2019-01-28,23-KTK,Chi phÝ x¨ng dÇu T01/2019 tõ ngµy 18/01 ®Õn ngµy 27/01/2019 (H§ 0010089 ngµy 28/01/2019) - Cty Mª K«ng,331,,13037500,0
2019-01-28,24-KTK,Chi phÝ x¨ng dÇu T01/2019 ngµy 29/01/2019 (H§ 0010088 ngµy 28/01/2019) - Cty Mª K«ng,331,,704000,0
2019-01-28,58-KTK,Chi phÝ vÖ sinh T12/2018 tõ ngµy 27/11 ®Õn 26/12/2018 - Cty Xuyªn Th¸i B×nh,331,,427648018,0
2019-01-29,72-PC,Chi TT tiÒn mua pin cÊp ph¸t cho khoa nhËp kho VPP BVXA VÜnh Long (theo H§ 0000371 ngµy 30/12/2018)- C«ng ty TNHH TM L©m Gia Linh,1111,,5435291,0
2019-01-30,77-PC,Chi TT tiÒn mua giÊy B¶o B¶o nhËp kho VPP cÊp ph¸t cho c¸c Khoa phßng (theo H§ 0011015 ngµy 24/01/2019) - NPP Dòng Th¶o,1111,,1786000,0
2019-01-31,34-KTK,Chi phÝ x¨ng dÇu T01/2019 tõ ngµy 28/01 ®Õn 30/01/2019 (H§ 0010098 ngµy 31/01/2019) - Cty Mª K«ng,331,,5140500,0
2019-01-31,49-KTK,NhËp khÝ dÇu má hãa láng T01/2019 (H§ 0005205 ngµy 31/01/2019) - Cty dÇu khÝ MiÒn Nam,331,,41136005,0
2019-01-31,54-KTK,Chi phÝ xö lý r¸c th¶i nguy hiÓm T01/2019 H§ sè: 196/2018KS/H§KT/VX-BVXA ngµy 16/06/2018 (H§ 0000601 ngµy 31/01/2019) - Cty ViÖt Xanh,331,,94582400,0
2019-01-31,132-KTK,Chi phÝ b¶o tr× m¸y röa chÐn c«ng nghiÖp th¸ng 01/2019 theo H§ sè: WIN-BVX¾-049 ngµy 11/12/2018 (H§ 0000512 ngµy 31/01/2019) - Cty Winterhalter Gastronom ViÖt Nam,331,,3204193,0
2019-02-01,04-PC,Chi TT tiÒn n¹p b×nh ch÷a ch¸y theo BB bµn giao ngµy 20/12/2018 (H§ 0077750 ngµy 27/12/2018) - HKD Cöa hµng thiÕt bÞ An ninh phßng ch¸y Phan Gia,1111,,6760000,0
2019-02-01,05-PC,"Chi TT tiÒn mua ®Êt trång c©y, b×nh xÞt,...ch¨m sãc c©y kiÓng (theo H§ 0043699 ngµy 30/01/2019) - CH. VËt t­ hoa c¶nh Minh §¨ng",1111,,1070000,0
2019-02-01,06-PC,"Chi TT tiÒn thay nhít, läc nhít xe 51B-31789, 51B-31677,  v¸ vá xe 51B-31677, 51B-08755 (theo H§ 0065830 ngµy 27/01/2019) - Garage V¨n Linh",1111,,1630000,0
2019-02-01,07-PC,"Chi TT tiÒn mua n­íc lau sµn, röa tay, x¶ v¶i nhËp kho VPP t¹i BVXA VÜnh Long (theo H§ 0009154 ngµy 30/01/2019) - C«ng ty cæ phÇn bét giÆt Lix",1111,,8109956,0
2019-02-06,02-KTK,Chi phÝ tiÒn ®iÖn T02/2019 (kú 1) tõ ngµy 26/02 ®Õn 06/02/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,222469610,0
2019-02-13,17-PC,"Chi TT tiÒn kh¾c con dÊu ""CÊp l¹i"" cho KKB cÊp l¹i giÊy h­ëng BHXH - Kh¾c dÊu vi tÝnh TriÒu Ngäc",1111,,85000,0
2019-02-13,25-KTK,Chi phÝ b¶o tr× m¸y röa chÐn c«ng nghiÖp th¸ng 02/2019 theo H§ sè: WIN-BVXA2018-049 ngµy 11/12/2018 (H§ 0000632 ngµy 13/02/2019) - Cty Winterhalter Gastronom ViÖt Nam,331,,4730000,0
2019-02-15,08-KTK,Chi phÝ tiÒn ®iÖn T02/2019 (kú 2) tõ ngµy 07/02 ®Õn 15/02/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,167231130,0
2019-02-18,05-KTK,Chi phÝ x¨ng dÇu T02/2019 tõ ngµy 31/01 ®Õn 17/02/2019 (H§ 0010144 ngµy 18/02/2019) - Cty Mª K«ng,331,,22305300,0
2019-02-18,06-KTK,Chi phÝ x¨ng dÇu T02/2019 ngµy 05/02/2019 (H§ 0010143 ngµy 18/02/2019) - Cty Mª K«ng,331,,352000,0
2019-02-18,09-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000185 ngµy 18/02/2019) - Cty Thiªn Ph­¬ng Mai,331,,14685000,0
2019-02-18,10-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000187 ngµy 18/02/2019) - Cty Thiªn Ph­¬ng Mai,331,,23017500,0
2019-02-18,11-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000188 ngµy 18/02/2019) - Cty Thiªn Ph­¬ng Mai,331,,15851000,0
2019-02-18,12-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000189 ngµy 18/02/2019) - Cty Thiªn Ph­¬ng Mai,331,,14520000,0
2019-02-18,13-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000190 ngµy 18/02/2019) - Cty Thiªn Ph­¬ng Mai,331,,12870000,0
2019-02-18,29-PC,Chi TT tiÒn mua n­íc uèng ®ãng b×nh cho CB-CNV tõ ngµy 25/01/2019 ®Õn 14/02/2019 - C«ng ty cæ phÇn CÊp n­íc VÜnh Long,1111,,5000000,0
2019-02-18,30-PC,Chi TT tiÒn thay vá xe 51B-31789 (theo H§ 0043027 ngµy 17/02/2019) - Lª ThÞ ChÝnh Lïng,1111,,2300000,0
2019-02-19,38-PC,"Chi TT tiÒn mua n­íc röa chÐn t¹i bÕp ¨n CB-CNV (theo H§ 0073299, 0043965 ngµy 18-29/01/2019) - CH. Hãa ChÊt Tiªn Tri",1111,,3000000,0
2019-02-20,42-PC,Chi TT tiÒn mua dông cô nghiÒn thuèc cho Khoa Nhi,1111,,80000,0
2019-02-22,22-KTK,Chi phÝ vÖ sinh T01/2019 tõ ngµy 27/12 ®Õn 26/01/2019 - Cty Xuyªn Th¸i B×nh,331,,429290081,0
2019-02-22,47-PC,Chi TT tiÒn mua gia vÞ cho bÕp ¨n phôc vô CB-CNV (th¸ng 01/2019) - NPP Tû Mai,1111,,41925000,0
2019-02-23,39-KTK,NhËp bao r¸c c¸c lo¹i sö dông t¹i BV Xuyªn ¸ ngµy 18/02/2019 (H§ 0001110 ngµy 23/02/2019) - Cty KiÕn Nam,331,,54495210,0
2019-02-25,14-KTK,Chi phÝ tiÒn ®iÖn T02/2019 (kú 3) tõ ngµy 16/02 ®Õn 25/02/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,216406850,0
2019-02-25,33-KTK,"NhËp Ên phÈm c¸c lo¹i: giÊy in kÕt qu¶ xÐt nghiÖm, ®iÖn tim, hîp ®ång,... (H§ 0000337 ngµy 25/02/2019) - Cty Thµnh §¹t",331,,32175000,0
2019-02-25,51-PC,"Chi TT tiÒn mua n­íc lau sµn, röa tay, x¶ v¶i....nhËp kho VPP cÊp ph¸t cho c¸c Khoa phßng ( theo H§ 0009688 ngµy 20/02/2019) - C«ng ty Cæ phÇn bét giÆt Lix",1111,,10020743,0
2019-02-26,56-PC,Chi TT tiÒn mua bót tr×nh chiÕu Sö dông t¹i Héi tr­êng - C«ng ty TNHH MTV M¸y tÝnh H­ng ThÞnh,1111,,250000,0
2019-02-27,20-KTK,NhËp g¹o Jasmine (H§ 0000081 ngµy 27/02/2019) - Cty Louis Retail,331,,42262500,0
2019-02-27,60-PC,Chi TT tiÒn mua giÊy B¶o B¶o nhËp kho VPP cÊp ph¸t cho c¸c Khoa phßng (theo H§ 0011020 ngµy 20/02/2019) - NPP Dòng Th¶o,1111,,2004500,0
2019-02-28,16-KTK,Chi phÝ x¨ng dÇu T02/2019 tõ ngµy 18/02 ®Õn 27/02/2019 (H§ 0010181 ngµy 28/02/2019) - Cty Mª K«ng,331,,17596900,0
2019-02-28,18-KTK,"TiÒn n­íc th¸ng 02/2019, Sª ri: 3218  (H§ 0509147 ngµy 28/02/2019) - Cty CP cÊp n­íc VÜnh Long",331,,94994381,0
2019-02-28,23-KTK,Chi phÝ vÖ sinh T02/2019 tõ ngµy 27/01 ®Õn 26/02/2019 - Cty Xuyªn Th¸i B×nh,331,,411592286,0
2019-02-28,24-KTK,Chi phÝ xö lý r¸c th¶i nguy hiÓm T02/2019 H§ sè: 196/2018KS/H§KT/VX-BVXA ngµy 16/06/2018 (H§ 0000823 ngµy 28/02/2019) - Cty ViÖt Xanh,331,,76318000,0
2019-02-28,26-KTK,NhËp khÝ dÇu má hãa láng T02/2019 (H§ 0005984 ngµy 28/02/2019) - Cty dÇu khÝ MiÒn Nam,331,,40335456,0
2019-02-28,40-KTK,NhËp v¨n phßng phÈm c¸c lo¹i sö dông t¹i bÖnh viÖn ngµy 25/02/2019 (H§ 0098661 ngµy 28/02/2019) - VPP kh¾c dÊu Sao Mai,331,,48515200,0
2019-02-28,63-PC,"Chi TT tiÒn n­íc uèng ®ãng b×nh cho CB-CNV tõ ngµy 15/02/2019 ®Õn ngµy 25/02/2019 (theo 04 H§ 0007211, 0007240, 0007324, 0007370 ngµy 16-19-22-26/02/2019) - C«ng ty Cæ phÇn cÊp n­íc VÜnh Long",1111,,4400000,0
2019-03-01,01-KTK,"Chi phÝ dÞch vô vËn chuyÓn, xö lý r¸c th¶i kh«ng ®éc h¹i T01/2019 theo H§ sè 37VCR-H§KT-TT ngµy 01/01/2019 (H§ 0000740 ngµy 01/03/2019) - Cty Dafuna",331,,6000000,0
2019-03-01,02-KTK,"Chi phÝ dÞch vô vËn chuyÓn, xö lý r¸c th¶i kh«ng ®éc h¹i T02/2019 theo H§ sè 37VCR-H§KT-TT ngµy 01/01/2019 (H§ 0000741 ngµy 01/03/2019) - Cty Dafuna",331,,6000000,0
2019-03-02,28-KTK,Chi phÝ x¨ng dÇu T03/2019 tõ ngµy 28/02 ®Õn ngµy 02/03/2019 (H§ 0010195 ngµy 02/03/2019) - Cty Mª K«ng,331,,2980000,0
2019-03-06,05-KTK,Chi phÝ tiÒn ®iÖn T03/2019 (kú 1) tõ ngµy 26/02 ®Õn 06/03/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,167567950,0
2019-03-06,12-PC,"Chi TT tiÒn kh¾c con dÊu ""§· chi tiÒn"" cho quÇy TT viÖn phÝ qua thÎ",1111,,85000,0
2019-03-06,29-KTK,Chi phÝ x¨ng dÇu T03/2019 tõ ngµy 03/03 ®Õn ngµy 05/03/2019 (H§ 0014606 ngµy 06/03/2019) - Cty Mª K«ng,331,,3647800,0
2019-03-11,53-KTK,Chi phÝ tiÒn ®iÖn tõ ngµy 13/12/2018 ®Õn ngµy 11/03/2019 (MS: PB10010072513),331,,64746,0
2019-03-12,25-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000207 ngµy 12/03/2019) - Cty Thiªn Ph­¬ng Mai,331,,18480000,0
2019-03-12,26-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000208 ngµy 12/03/2019) - Cty Thiªn Ph­¬ng Mai,331,,21945000,0
2019-03-12,27-PC,Chi TT tiÒn lµm ch×a khãa phßng tÇng 2 khu Hµnh ch¸nh,1111,,195000,0
2019-03-12,27-KTK,NhËp Ên phÈm c¸c lo¹i (H§ 0000209 ngµy 12/03/2019) - Cty Thiªn Ph­¬ng Mai,331,,17105000,0
2019-03-12,30-PC,"Chi TT tiÒn mua n­íc uèng ®ãng b×nh cho CB-CNV (theo H§ 0007479, 0007578, 0007613 ngµy 04-08-11/03/2019) - C«ng ty Cæ phÇn cÊp n­íc VÜnh Long",1111,,2600000,0
2019-03-15,36-PC,Chi TT tiÒn mua gia vÞ cho bÕp ¨n phôc vô CB-CNV (th¸ng 02/2019) - NPP Tû Mai,1111,,30937000,0
2019-03-15,40-KTK,Chi phÝ tiÒn ®iÖn T03/2019 (kú 2) tõ ngµy 07/03 ®Õn 15/03/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,252109770,0
2019-03-18,30-KTK,Chi phÝ x¨ng dÇu T03/2019 ngµy 13/03/2019 (H§ 0014640 ngµy 18/03/2019) - Cty Mª K«ng,331,,92700,0
2019-03-18,31-KTK,Chi phÝ x¨ng dÇu T03/2019 ngµy tõ ngµy 06/03 ®Õn 17/03/2019 (H§ 0014641 ngµy 18/03/2019) - Cty Mª K«ng,331,,20269080,0
2019-03-18,39-PC,Chi TT tiÒn mua vËt t­ söa ch÷a c¸c khoa phßng - Vâ Quèc To¶n,1111,,642762,0
2019-03-20,37-KTK,"Chi phÝ dÞch vô vËn chuyÓn, xö lý r¸c th¶i kh«ng ®éc h¹i T03/2019 theo H§ sè 37VCR-H§KT-TT ngµy 01/01/2019 (H§ 0000773 ngµy 20/03/2019) - Cty Dafuna",331,,6000000,0
2019-03-20,54-KTK,Chi phÝ b¶o tr× m¸y röa chÐn c«ng nghiÖp th¸ng 03/2019 theo H§ sè: WIN-BVXA2018-049 ngµy 11/12/2018 (H§ 0001295 ngµy 20/03/2019) - Cty Winterhalter Gastronom ViÖt Nam,331,,4730000,0
2019-03-23,60-KTK,NhËp g¹o Jasmine (H§ 0000088 ngµy 23/03/2019) - Cty Louis Retail,331,,41790000,0
2019-03-25,41-KTK,Chi phÝ tiÒn ®iÖn T03/2019 (kú 2) tõ ngµy 07/03 ®Õn 15/03/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,241399290,0
2019-03-25,53-PC,"Chi TT tiÒn thay nhít, läc nhít, lµm bÖ b­íc xe 51B-12678 (theo H§ 0065836 ngµy 16/03/2019) - Garage V¨n Linh",1111,,1155000,0
2019-03-25,55-PC,"Chi TT tiÒn mua æ khãa, chu«ng ®iÖn cho Khoa ICU",1111,,530000,0
2019-03-26,55-KTK,NhËp Ên phÈm c¸c lo¹i T03/2018 (H§ 0000341 ngµy 26/03/2019) - Cty Ba Lan,331,,145607000,0
2019-03-26,56-KTK,NhËp Ên phÈm c¸c lo¹i T03/2018 (H§ 0000342 ngµy 26/03/2019) - Cty Ba Lan,331,,24477750,0
2019-03-26,57-PC,"Chi TT tiÒn mua n­íc röa chÐn t¹i bÕp ¨n CB-CNV (theo H§ 0043970, 0043986 ngµy 16/02/2019 vµ ngµy 05/03/2019) - CH. N­íc röa chÐn Tiªn Tri",1111,,3000000,0
2019-03-26,57-KTK,NhËp Ên phÈm c¸c lo¹i T03/2018 (H§ 0000343 ngµy 26/03/2019) - Cty Ba Lan,331,,87903640,0
2019-03-26,58-PC,Chi TT tiÒn mua hép thuèc cÊp cøu ph¶n vÖ sö dông cho BVXA VÜnh Long (theo H§ 0000026 ngµy 26/03/2019) - C«ng ty CP Hoµng Lª Sµi Gßn,1111,,8250000,0
2019-03-29,62-PC,"Chi TT tiÒn mua n­íc uèng ®ãng b×nh cho CB-CNV tõ ngµy 14/03/2019 ®Õn 28/03/2019 (theo H§ 0007670, 0007758, 0007862, 0007925, 0007938 ngµy 14-20-25-28/03/2019 ) - C«ng ty Cæ phÇn CÊp n­íc VÜnh Long",1111,,5300000,0
2019-03-30,52-KTK,Chi phÝ xö lý r¸c th¶i nguy hiÓm T03/2019 H§ sè: 196/2018KS/H§KT/VX-BVXA ngµy 16/06/2018 (H§ 0001119 ngµy 30/03/2019) - Cty ViÖt Xanh,331,,101433200,0
2019-03-30,64-PC,"Chi TT tiÒn thay nhít xe 51B-31677, 51B-31789, thay bãng ®Ìn xe 51B-12678 (theo H§ 0065840, 0065841 ngµy 28/03/2019) - Garage V¨n Linh",1111,,1220000,0
2019-03-31,46-KTK,Chi phÝ x¨ng dÇu T03/2019 ngµy tõ ngµy 18/03 ®Õn 31/03/2019 (H§ 0014690 ngµy 31/03/2019) - Cty Mª K«ng,331,,21855080,0
2019-03-31,47-KTK,Chi phÝ x¨ng dÇu T03/2019 ngµy tõ ngµy 18/03 ®Õn 31/03/2019 (H§ 0014691 ngµy 31/03/2019) - Cty Mª K«ng,331,,278100,0
2019-03-31,59-KTK,Chi phÝ vÖ sinh T03/2019 tõ ngµy 27/02 ®Õn 26/03/2019 - Cty Xuyªn Th¸i B×nh,331,,451914067,0
2019-03-31,61-KTK,NhËp khÝ dÇu má hãa láng T03/2019 (H§ 0000327 ngµy 31/03/2019) - Cty dÇu khÝ MiÒn Nam,331,,54589081,0
2019-04-01,20-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 01/04/2019 (H§ 0014703 ngµy 01/04/2019) - Cty Mª K«ng,331,,317200,0
2019-04-02,10-KTK,NhËp v¨n phßng phÈm c¸c lo¹i sö dông t¹i bÖnh viÖn ngµy 25/03/2019 (H§ 0020454 ngµy 02/04/2019) - VPP kh¾c dÊu Sao Mai,331,,50657000,0
2019-04-02,21-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 02/04/2019 (H§ 0014711 ngµy 02/04/2019) - Cty Mª K«ng,331,,1189500,0
2019-04-02,22-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 02/04/2019 (H§ 0014716 ngµy 02/04/2019) - Cty Mª K«ng,331,,1268800,0
2019-04-04,23-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 04/04/2019 (H§ 0014727 ngµy 04/04/2019) - Cty Mª K«ng,331,,1708000,0
2019-04-05,11-PC,Chi TT tiÒn mua bét giÆt nhËp kho VPP t¹i BVXA VÜnh Long - C«ng ty Cæ phÇn Bét giÆt Lix,1111,,4374018,0
2019-04-05,24-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 05/04/2019 (H§ 0014734 ngµy 05/04/2019) - Cty Mª K«ng,331,,1622600,0
2019-04-06,14-KTK,Chi phÝ tiÒn ®iÖn T04/2019 (kú 1) tõ ngµy 26/03 ®Õn 06/04/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,309138060,0
2019-04-06,25-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 06/04/2019 (H§ 0014742 ngµy 06/04/2019) - Cty Mª K«ng,331,,1964200,0
2019-04-07,26-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 07/04/2019 (H§ 0014751 ngµy 07/04/2019) - Cty Mª K«ng,331,,512400,0
2019-04-08,18-PC,Chi TT tiÒn mua thuèc diÖt muçi cÊp ph¸t cho c¸c khoa t¹i BVXA VÜnh Long,1111,,2720000,0
2019-04-08,19-PC,Chi TT tiÒn mua loa vµ micro kh«ng d©y SD t¹i khoa xÐt nghiÖm vµ héi tr­êng,1111,,7340001,0
2019-04-08,27-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 08/04/2019 (H§ 0014759 ngµy 08/04/2019) - Cty Mª K«ng,331,,683200,0
2019-04-09,28-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 09/04/2019 (H§ 0014768 ngµy 09/04/2019) - Cty Mª K«ng,331,,2391200,0
2019-04-10,26-PC,"Chi TT tiÒn mua vËt t­ söa chöa xe tiªm, s¬n ph©n lo¹i thïng r¸c",1111,,371000,0
2019-04-10,29-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 10/04/2019 (H§ 0014773 ngµy 10/04/2019) - Cty Mª K«ng,331,,854000,0
2019-04-10,44-KTK,"Mua b¶ng Mica, d¸n Decal ngµy 28/03/2019 (H§ 0000036 ngµy 10/04/2019) - Cty Phôc Sinh",331,,15691500,0
2019-04-11,29-PC,Chi TT tiÒn nh©n c«ng tõ ngµy 24/03/2019 ®Õn ngµy 07/04/2019,1111,,4080000,0
2019-04-11,30-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 11/04/2019 (H§ 0014780 ngµy 11/04/2019) - Cty Mª K«ng,331,,1537200,0
2019-04-11,61-KTK,Chi phÝ ®iÖn T04/2019 (kú 1) tõ ngµy 12/03/2019 ®Õn ngµy 11/04/2019 (MKH: PB10010072513) - C«ng ty ®iÖn lùc TP VÜnh Long,331,,232881,0
2019-04-12,31-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 12/04/2019 (H§ 0014787 ngµy 12/04/2019) - Cty Mª K«ng,331,,1878800,0
2019-04-12,45-KTK,"Mua b¶ng Mica, d¸n Decal ngµy 08/04/2019 (H§ 0000037 ngµy 12/04/2019) - Cty Phôc Sinh",331,,13860000,0
2019-04-13,32-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 13/04/2019 (H§ 0014793 ngµy 13/04/2019) - Cty Mª K«ng,331,,2220400,0
2019-04-14,33-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 14/04/2019 (H§ 0014799 ngµy 14/04/2019) - Cty Mª K«ng,331,,683200,0
2019-04-15,15-KTK,Chi phÝ tiÒn ®iÖn T04/2019 (kú 2) tõ ngµy 07/04 ®Õn 15/04/2019 MS: PB10010068616 - Cty ®iÖn lùc VÜnh Long,331,,286874280,0
2019-04-15,34-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 15/04/2019 (H§ 0036405 ngµy 15/04/2019) - Cty Mª K«ng,331,,683200,0
2019-04-15,98-KTK,NhËp g¹o Jasmine (H§ 0000097gµy 15/04/2019) - Cty Louis Retail,331,,41580000,0
2019-04-16,35-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 16/04/2019 (H§ 0036412 ngµy 16/04/2019) - Cty Mª K«ng,331,,2135000,0
2019-04-17,36-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 17/04/2019 (H§ 0036421 ngµy 17/04/2019) - Cty Mª K«ng,331,,3620960,0
2019-04-17,37-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 17/04/2019 (H§ 0036417 ngµy 17/04/2019) - Cty Mª K«ng,331,,801200,0
2019-04-17,41-PC,"Chi TT tiÒn n­íc uèng ®ãng b×nh cho CB-CNV tõ ngµy 03/04/2019 ®Õn 11/04/2019 (theo H§ 0000060, 0000263, 0000293, 0000303 ngµy 03-10-11/04/2019) - C«ng ty Cæ phÇn cÊp n­íc VÜnh Long",1111,,3900000,0
2019-04-17,46-KTK,NhËp 500 cuén giÊy in bill nhiÖt K80x60 (H§ 0000686 ngµy 17/04/2019) - Cty VTN,331,,7425000,0
2019-04-17,104-KTK,Chi phÝ b¶o tr× m¸y röa chÐn c«ng nghiÖp th¸ng 04/2019 theo H§ sè: WIN-BVXA2018-049 ngµy 11/12/2018 (H§ 0001901 ngµy 17/04/2019) - Cty Winterhalter Gastronom ViÖt Nam,331,,4730000,0
2019-04-19,38-KTK,Chi phÝ x¨ng dÇu T04/2019 ngµy 19/04/2019 (H§ 0036437 ngµy 19/04/2019) - Cty Mª K«ng,331,,1216600,0
