ngay,soctu,noidung,tkdung,dvtinh,nopsinh,copsinh
2019-12-31,44-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ nh©n viªn qu¶n lý ] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6421,,15059645216,0
2019-12-31,45-TH,KÕt chuyÓn TK.711 ®Ó x¸c ®Þnh KQKD n¨m 2019,711,,0,248000000
2019-12-31,46-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ mùc in] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6422,,1022472000,0
2019-12-31,47-TH,"KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ s¸ch, tµi liÖu] n¨m 2019 ®Ó x¸c ®Þnh KQKD.",6422,,8800000,0
2019-12-31,48-TH,"KÕt chuyÓn chi phÝ qu¶n lý DN [PhÝ sao y, c«ng chøng] n¨m 2019 ®Ó x¸c ®Þnh KQKD.",6425,,960000,0
2019-12-31,49-TH,"KÕt chuyÓn chi phÝ qu¶n lý DN [LÖ phÝ tr­íc b¹, kiÓm ®Þnh, b¶o hiÓm xe] n¨m 2019 ®Ó x¸c ®Þnh KQKD.",6425,,7856520,0
2019-12-31,50-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [M«n bµi] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6425,,1000000,0
2019-12-31,51-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [PhÝ chuyÓn tiÒn qua ng©n hµng] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6427,,216324284,0
2019-12-31,52-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [DÞch vô cung cÊp n­íc s¹ch] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6427,,843444024,0
2019-12-31,53-TH,"KÕt chuyÓn chi phÝ qu¶n lý DN [Internet, ®iÖn tho¹i, thuª bao truyÒn h×nh] n¨m 2019 ®Ó x¸c ®Þnh KQKD",6427,,170871955,0
2019-12-31,54-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ thuª m­ín kh¸c] n¨m 2019 ®Ó x¸c ®Þnh KQKD,6427,,197097659,0
2019-12-31,55-TH,"KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ DV ph¸p lý [phÇn mÒm, ch÷ ký sè]] n¨m 2019 ®Ó x¸c ®Þnh KQKD.",6427,,1190000000,0
2019-12-31,56-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [PhÝ quÑt thÎ qua m¸y Poss] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6427,,44226266,0
2019-12-31,57-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ mua b¶o hiÓm tµi s¶n] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6427,,7700000,0
2019-12-31,58-TK,"KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ tiÕp kh¸ch, giao dÞch, ®èi ngo¹i] n¨m 2019 ®Ó x¸c ®Þnh KQKD.",6428,,102696500,0
2019-12-31,59-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [C«ng t¸c phÝ] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6428,,5350000,0
2019-12-31,60-TH,"KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ in Ên, photo, göi th­, c«ng chøng] n¨m 2019 ®Ó x¸c ®Þnh KQKD.",6428,,6882000,0
2019-12-31,61-TH,"KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ tuyÓn dông, ®µo t¹o nh©n sù] n¨m 2019 ®Ó x¸c ®Þnh KQKD.",6428,,254900000,0
2019-12-31,62-TH,"KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ tæ chøc lÔ héi, tÕt, mõng ®¸m, viÕng tÆng] n¨m 2019 ®Ó x¸c ®Þ",6428,,189222500,0
2019-12-31,63-TH,KÕt chuyÓn chi phÝ qu¶n lý DN [Chi phÝ kh¸c] n¨m 2019 ®Ó x¸c ®Þnh KQKD.,6428,,22800000,0
2019-12-31,127-TH,KÕt chuyÓn L·i ho¹t ®éng KCB n¨m 2019,4212,,12953265888,0
2019-12-31,128-TH,KÕt chuyÓn Doanh thu Nhµ thuèc b¸n lÎ n¨m 2019 ®Ó x¸c ®Þnh KQKD n¨m 2019.,5111,,0,72823573
2019-12-31,129-TH,KÕt chuyÓn Doanh thu DV kh¸m ch÷a bÖnh n¨m 2019 ®Ó x¸c ®Þnh KQKD n¨m 2019.,5113,,0,317625073053
2019-12-31,130-TH,KÕt chuyÓn Doanh thu DV kh¸m ch÷a bÖnh BHYT n¨m 2019 ®Ó x¸c ®Þnh KQKD n¨m 2019.,5113,,0,98232439403
2019-12-31,131-TH,KÕt chuyÓn Doanh thu DV kh¸m søc khoÎ n¨m 2019 ®Ó x¸c ®Þnh KQKD n¨m 2019.,5113,,0,3006484500
2019-12-31,150-KTK,KÕt chuyÓn Chi phÝ tr¶ tr­íc n¨m 2019,6423,,8391667,0
2019-12-31,151-KTK,KÕt chuyÓn tiÒn thuª ®Êt n¨m 2019,6425,,113141700,0
