ngay,soctu,noidung,tkdung,dvtinh,nopsinh,copsinh
2019-01-01,0001218,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019 BN. TrÇn Ph­¬ng H¹nh (MS: 66906),131,,0,2374597
2019-01-01,0001219,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019 BN. Kiªn ThÞ Thu Trµ (MS: 82752),131,,0,743110
2019-01-01,0001220,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019,131,,0,511712750
2019-01-02,0001221,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019 BN. Lª Minh Th«ng (MS: 57808),131,,0,839171
2019-01-02,0001222,DV kh¸m vµ ch÷a bÖnh ngµy 25-29/12/2018 vµ ngµy 02/01/2019 BN. Lª V¨n §øc ThÞnh (MS: 80513),131,,0,915000
2019-01-02,0001223,DV kh¸m vµ ch÷a bÖnh ngµy 25/12/2018 vµ ngµy 01/01/2019 BN. NguyÔn Kh¸nh An (MS: 80652),131,,0,1274754
2019-01-02,0001224,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019 BN. D­¬ng Ngäc TuyÒn (MS: 79487),131,,0,17216430
2019-01-02,0001225,DV kh¸m vµ ch÷a bÖnh ngµy 30/12/2018 vµ ngµy 02/01/2019 BN. NguyÔn ThÞ Kim Huyªn (MS: 82240),131,,0,1816667
2019-01-02,0001226,DV kh¸m vµ ch÷a bÖnh ngµy 02/01/2019 BN. Lª B¶o Duy (MS: 41833),131,,0,237681
2019-01-02,0001227,DV kh¸m vµ ch÷a bÖnh ngµy 02/01/2019,131,,0,891084285
2019-01-03,0001228,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. §Æng ThÞ Thu Hµ (MS: 15456),131,,0,420423
2019-01-03,0001229,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. NguyÔn Thanh Kh¶nh (MS: 73252),131,,0,367082
2019-01-03,0001231,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. §Æng TrÇn Trung (MS: 83419),131,,0,267025
2019-01-03,0001232,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. Lª Kim Quyªn (MS: 61489),131,,0,1321682
2019-01-03,0001233,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. D­¬ng Mai TuyÕt Anh (MS: 83360),131,,0,542398
