ngay,soctu,noidung,tkdung,dvtinh,nopsinh,copsinh
2019-09-23,75-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0007941 ngµyy 05/11/2018 [do xuÊt tr¶ hµng theo H§ 0003800 ngµy 23/09/2019,1521,,136224,0
2019-09-23,76-KTK,"ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 011864 ngµy 27/11/2018, H§ 0012517 ngµy 24/12/2018 [do xuÊt tr¶ hµng theo H§ 0003805 ngµy 23/09/2019]",1521,,558213,0
2019-09-24,77-KTK,"ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0016299 ngµy 23/04/2019, H§0013612 ngµy 02/05/2019 [do xuÊt tr¶ hµng theo H§ 0003807 ngµy 24/09/2019]",1521,,1700001,0
2019-09-30,79-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ th¸ng 9/2019 [hµng xuÊt tr¶],33311,,0,9261201
2019-09-30,80-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ th¸ng 9/2019,33311,,0,376410
2019-10-01,90-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§0010896 ngµy 10/09/2018 - Cty Codupha [do xuÊt tr¶ hµng theo H§ 0003883 ngµy 01/10/2019],1521,,200750,0
2019-10-01,91-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña 0011625 ngµy 14/09/2018 - Cty Codupha [do xuÊt tr¶ hµng theo H§ 0003884 ngµy 01/10/2019],1521,,547500,0
2019-10-12,01-HHVT,"NhËp hµng hãa vËt t­ y tÕ (H§ 0000033 ngµy 10/10/2019, Bill 1915247) - Cty Hîp Lùc",331,,155048,0
2019-10-23,02-HHVT,"NhËp hµng hãa vËt t­ y tÕ (H§ 0000048 ngµy 22/10/2019, Bill 1970489) - Cty Hîp Lùc",331,,271334,0
2019-10-29,92-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§0000683 ngµy 12/03/2019 - Cty Phï C¸t [do xuÊt tr¶ hµng theo H§ 0004109 ngµy 29/10/2019],1521,,240000,0
2019-10-29,93-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0004472 ngµy 24/12/2018 - Cty D©n Lîi [do xuÊt tr¶ hµng theo H§ 0004110 ngµy 29/10/2019],1521,,62648,0
2019-10-29,94-KTK,"ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§  0006478 ngµy 05/09/2018, H§ 0006885 ngµy 22/11/2018, H§ 0007016 ngµy 24/12/2018, H§ 0006346 ngµy 02/08/2018 - Cty Nguyªn Ph¸t [do xuÊt tr¶ hµng",1521,,637805,0
2019-10-29,95-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0032820 ngµy 06/09/2018 - Cty Gon Sa [do xuÊt tr¶ hµng theo H§ 0004112 ngµy 29/10/2019],1521,,66714,0
2019-10-29,96-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0032820 ngµy 06/09/2018 - Cty Gon Sa [do xuÊt tr¶ hµng theo H§ 0004113 ngµy 29/10/2019],1521,,94714,0
2019-10-29,97-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0030239 ngµy 22/08/2018 - Cty Gon Sa [do xuÊt tr¶ hµng theo H§ 0004114 ngµy 29/10/2019],1521,,36429,0
2019-10-29,98-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0027705 ngµy 06/08/2018 - Cty Gon Sa [do xuÊt tr¶ hµng theo H§ 0004115 ngµy 29/10/2019],1521,,32786,0
2019-10-31,99-KTK,"ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0001894 ngµy 27/08/2018, H§ 0017871 ngµy 15/07/2019 - Cty T©n An [do xuÊt tr¶ hµng theo H§ 0004133 ngµy 29/10/2019]",1521,,14000,0
2019-10-31,100-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0002801 ngµy 14/09/2018 - Cty T©n An [do xuÊt tr¶ hµng theo H§ 0004134 ngµy 31/10/2019],1521,,228000,0
2019-10-31,101-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0000754 ngµy 03/08/2018 - Cty Minh Ph¸t [do xuÊt tr¶ hµng theo H§ 0004135 ngµy 31/10/2019],1521,,49048,0
2019-10-31,102-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ th¸ng 10/2019,33311,,0,588710
2019-10-31,103-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ th¸ng 10/2019 [Hµng xuÊt tr¶],33311,,0,2210394
2019-11-06,01-HHVT,"NhËp hµng hãa vËt t­ y tÕ (H§ 0000068 ngµy 05/11/2019, Bill 2038809) - Cty Hîp Lùc",331,,309573,0
2019-11-09,149-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0033286 ngµy 10/09/2018 - Cty Gon Sa [do xuÊt tr¶ theo H§ 0004223 ngµy 09/11/2019],1521,,285714,0
2019-11-09,150-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0028303 ngµy 08/08/201 - Cty Gon Sa [do xuÊt tr¶ theo H§ 0004224 ngµy 09/11/2019],1521,,71429,0
2019-11-19,151-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0003671 ngµy 13/08/2018 - Cty Phan Anh [do xuÊt tr¶ hµng theo H§ 0004326 ngµy 19/11/2019],1522,,54857,0
2019-11-25,02-HHVT,"NhËp hµng hãa vËt t­ y tÕ (H§ 0000099 ngµy 22/11/2019, Bill 2128575) - Cty Hîp Lùc",331,,481906,0
2019-11-30,153-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 11/2019 [Hµng xuÊt tr¶],33311,,0,412000
2019-11-30,154-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 11/2019,33311,,0,376017
2019-12-27,123-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0000030 ngµy 18/12/2019 - Cty Tre Xanh [do xuÊt tr¶ theo H§ 0004750 ngµy 27/12/2019],1521,,75965914,0
2019-12-27,124-KTK,ChuyÓn gi¸ trÞ tiÒn hµng thµnh tiÒn thuÕ ®Çu vµo cña H§ 0092253 ngµy 09/10/2019 - Cty Trung ¦¬ng 2 [do xuÊt tr¶ theo H§ 0004751 ngµy 27/12/2019],1521,,30952,0
2019-12-31,125-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 12/2019,33311,,0,75996866
2019-12-31,126-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 12/2019,33311,,0,444452
